time,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9
0.000,0.808059,0.285050,0.000000,0.390405,0.878302
0.000,0.816606,0.286518,0.000000,0.362696,0.898585
0.000,0.840781,0.289454,0.000000,0.308933,0.904717
0.000,0.862759,0.291656,0.000000,0.329198,0.909906
0.000,0.859341,0.292391,0.000000,0.330025,0.915566
0.000,0.847131,0.292880,0.000000,0.347395,0.909906
0.000,0.866178,0.292635,0.000000,0.343672,0.905660
0.000,0.798779,0.262295,0.000000,0.356493,0.906132
0.000,0.799023,0.288231,0.000000,0.327543,0.896226
0.000,0.788523,0.288476,0.000000,0.325889,0.900000
0.000,0.792674,0.293859,0.000000,0.324648,0.884906
0.000,0.808547,0.287742,0.000000,0.327543,0.877358
0.000,0.799512,0.287008,0.000000,0.326716,0.869811
0.000,0.791941,0.290433,0.000000,0.320099,0.876887
0.000,0.794383,0.287497,0.000000,0.317204,0.858491
0.000,0.781441,0.286763,0.000000,0.373036,0.868396
0.000,0.765079,0.280646,0.000000,0.359801,0.875943
0.000,0.756777,0.286518,0.000000,0.358561,0.862264
0.000,0.724786,0.290188,0.000000,0.366419,0.864623
0.000,0.706471,0.291656,0.000000,0.356907,0.862736
0.000,0.694750,0.295571,0.000000,0.360629,0.868868
0.000,0.763614,0.287742,0.000000,0.312242,0.869811
0.000,0.751893,0.288476,0.000000,0.321754,0.809906
0.000,0.748962,0.288476,0.000000,0.332506,0.848113
0.000,0.726740,0.292391,0.000000,0.414392,0.848585
0.000,0.773382,0.281869,0.000000,0.481390,0.843868
0.000,0.802686,0.269635,0.000000,0.480976,0.889623
0.000,0.803663,0.265476,0.000000,0.471050,0.881604
0.000,0.783639,0.263274,0.000000,0.464433,0.887736
0.000,0.767277,0.265476,0.000000,0.452440,0.872170
0.000,0.775092,0.266455,0.000000,0.416873,0.857547
0.000,0.760684,0.262540,0.000000,0.409429,0.875943
0.000,0.755311,0.257891,0.000000,0.407361,0.872642
0.000,0.748230,0.258380,0.000000,0.411084,0.869811
0.000,0.745543,0.259114,0.000000,0.440860,0.885849
0.000,0.647375,0.258380,0.000000,0.411497,0.860849
0.000,0.710867,0.255689,0.000000,0.409429,0.889151
0.000,0.733333,0.253731,0.000000,0.426799,0.871698
0.000,0.697680,0.262295,0.000000,0.421836,0.871698
0.000,0.745299,0.261072,0.000000,0.448304,0.886792
0.000,0.708913,0.262050,0.000000,0.417287,0.879245
0.000,0.708913,0.262295,0.000000,0.420596,0.887736
0.000,0.726252,0.263274,0.000000,0.419768,0.896226
0.000,0.764103,0.256178,0.000000,0.475600,0.887264
0.000,0.985836,0.506239,0.150982,0.621588,0.950000
0.000,0.755311,0.916809,0.617840,0.959471,0.914151
0.000,0.707937,0.962564,0.889116,1.000000,0.925472
0.000,0.771917,0.888671,0.750000,0.981803,0.865094
0.000,0.648352,0.824076,0.805237,0.907775,0.918868
0.000,0.726007,0.810374,0.691489,0.854425,0.066981
0.000,0.665934,0.744556,0.727496,0.797353,0.000000
0.000,0.626862,0.739173,0.648118,0.883375,0.000000
0.000,0.606349,0.770002,0.674714,0.904053,0.000000
0.000,0.572650,0.756300,0.771686,0.844913,0.000000
0.000,0.618071,0.805725,0.748773,0.867246,0.000000
0.000,0.667399,0.791045,0.807692,0.861456,0.000000
0.000,0.631258,0.806460,0.686170,0.865591,0.000000
0.000,0.620513,0.744556,0.716858,0.869727,0.000000
0.000,0.622955,0.723758,0.722177,0.855252,0.000000
0.000,0.627839,0.726205,0.696399,0.879653,0.000000
0.000,0.572650,0.711769,0.638298,0.884202,0.000000
0.000,0.598535,0.722046,0.594517,0.851117,0.000000
0.000,0.602198,0.716173,0.602700,0.861869,0.000000
0.000,0.602930,0.707854,0.616203,0.869727,0.000000
0.000,0.562393,0.706875,0.563011,0.878412,0.000000
0.000,0.582418,0.709078,0.535597,0.870968,0.000000
0.000,0.567766,0.744067,0.583470,0.864351,0.000000
0.000,0.583639,0.725960,0.608838,0.856079,0.000000
0.000,0.593162,0.766577,0.630933,0.846154,0.000000
0.000,0.582418,0.746024,0.565466,0.863110,0.000000
0.000,0.583639,0.747981,0.754092,0.842845,0.000000
